585|10000|Public
25|$|The Swedish Academy, in {{awarding}} the Nobel Prize in Literature <b>this</b> <b>year</b> <b>to</b> Rudyard Kipling, {{desires to}} pay a tribute of homage to the literature of England, so rich in manifold glories, and to the greatest genius {{in the realm of}} narrative that that country has produced in our times.|$|E
25|$|On {{the same}} day, another bomb blast in {{southern}} Afghanistan killed four U.S. soldiers, {{bringing the total}} number of foreign troop deaths in Afghanistan <b>this</b> <b>year</b> <b>to</b> 295, making the 2009 death toll for foreign forces in Afghanistan the highest in the eight-year war since the 2001 U.S. invasion.|$|E
25|$|This year, Paphos is the European Capital of Culture. Many {{projects}} have been completed mainly in the city center over the past 2 years. The city is expected to receive thousands of new visitors <b>this</b> <b>year</b> <b>to</b> experience and tour this beautiful city. Many new restaurants and shops are opening giving a new boost to the local community.|$|E
50|$|<b>This</b> <b>year's</b> inductee <b>to</b> the Canadian Music Hall of Fame is k.d. lang.|$|R
50|$|Serena Williams was the {{defending}} champion, {{but did not}} participate <b>this</b> <b>year</b> due <b>to</b> pregnancy.|$|R
5000|$|No direct relegation <b>this</b> <b>year,</b> due <b>to</b> {{expansion}} of Division 1 {{in the following}} season ...|$|R
25|$|Federer then {{played the}} Estoril Open. In his only {{previous}} appearance in 2008, {{he won the}} title, when Davydenko retired in the final. However, he lost in the semifinals <b>this</b> <b>year</b> <b>to</b> Albert Montañés in straight sets, after which Federer {{said he was not}} worried by his current form, while Nadal expressed surprise at his rival's loss.|$|E
25|$|Established in 1879, The Medical Society is {{the student}} society for all medical {{students}} at Newcastle. The main social event {{is a free}} bar every Friday during term which serves Diesel, Cider and Black, White wine, or soft drinks. MedSoc {{is run by a}} committee of third year medical students, and tradition dictates you must be in <b>this</b> <b>year</b> <b>to</b> be elected. As well as the free bar, we also organize bar crawls, and trips to other cities and countries. It {{is a great way to}} meet people from all years.|$|E
25|$|On the January 16, 2014, {{the band}} posted a video {{in which the}} band {{confirmed}} that this year would be their last {{and that they will}} release their seventh, and final, studio album in mid-2014 on their original label, Tooth & Nail Records. They also stated that they will do their last set of tours <b>this</b> <b>year</b> <b>to</b> celebrate what the band has become. On May 6, 2014, Anberlin revealed the title of the final album, Lowborn, as well as the album artwork. The band played their final show on November 26, 2014, at the House of Blues in Orlando, Florida.|$|E
50|$|Justine Henin-Hardenne was the {{defending}} champion, {{but did not}} compete <b>this</b> <b>year</b> due <b>to</b> a cytomegalovirus.|$|R
50|$|Roger Federer was {{the two-time}} {{defending}} champion, {{but could not}} participate <b>this</b> <b>year</b> due <b>to</b> injury.|$|R
50|$|Steffi Graf was the {{defending}} champion, {{but she did}} not compete <b>this</b> <b>year</b> due <b>to</b> injury.|$|R
